Height,Weight,Label
179.4,70.9,Fit
157.7,56.7,Fit
168.5,78.8,Obese
152.0,61.2,Obese
172.3,71.7,Fit
164.7,66.1,Fit
168.1,54.9,Fit
163.4,55.0,Fit
162.2,45.6,Fit
155.4,43.0,Fit
173.7,59.3,Fit
181.4,72.1,Fit
158.9,45.7,Fit
171.1,64.1,Fit
169.8,62.2,Fit
165.1,50.9,Fit
148.2,60.5,Obese
150.7,39.4,Fit
156.4,62.8,Obese
141.5,26.0,Fit
180.5,70.5,Fit
169.0,53.3,Fit
164.7,54.4,Fit
140.9,58.2,Obese
144.9,43.4,Fit
165.0,51.0,Fit
186.7,80.6,Fit
157.3,51.6,Fit
174.5,68.2,Fit
159.7,48.8,Fit
165.6,53.4,Fit
178.4,63.7,Fit
161.2,63.6,Fit
157.4,52.7,Fit
180.6,63.4,Fit
165.5,61.6,Fit
177.0,69.6,Fit
157.5,59.1,Fit
180.5,67.8,Fit
168.0,61.5,Fit
169.8,66.8,Fit
166.4,52.9,Fit
159.4,63.0,Fit
165.0,60.0,Fit
160.1,47.6,Fit
175.6,58.9,Fit
162.8,57.5,Fit
148.5,44.1,Fit
146.5,53.3,Fit
146.0,44.6,Fit
171.8,67.4,Fit
152.3,44.3,Fit
168.3,62.1,Fit
166.5,71.5,Obese
164.3,58.2,Fit
169.8,59.0,Fit
166.7,54.3,Fit
135.2,40.1,Fit
161.4,68.6,Obese
169.7,52.4,Fit
183.0,73.3,Fit
183.6,60.4,Fit
150.0,46.2,Fit
161.2,59.2,Fit
147.8,35.4,Fit
181.7,69.1,Fit
176.1,70.6,Fit
168.9,63.8,Fit
166.8,63.9,Fit
180.2,63.6,Fit
178.3,72.3,Fit
177.7,64.7,Fit
170.0,69.3,Fit
161.2,38.7,Fit
173.4,63.9,Fit
174.0,67.4,Fit
162.9,69.2,Obese
161.1,57.8,Fit
177.5,70.8,Fit
183.3,76.9,Fit
156.8,64.1,Obese
162.1,54.8,Fit
168.9,51.5,Fit
170.4,51.1,Fit
159.3,61.1,Fit
185.7,77.7,Fit
169.6,61.3,Fit
170.8,59.5,Fit
184.3,76.2,Fit
160.1,58.0,Fit
164.0,63.0,Fit
151.2,41.4,Fit
163.1,44.4,Fit
148.6,41.3,Fit
173.2,55.2,Fit
169.6,52.1,Fit
162.0,70.3,Obese
163.9,41.0,Fit
173.4,69.9,Fit
152.5,58.4,Obese
167.2,69.4,Fit
172.7,67.8,Fit
145.4,57.1,Obese
172.5,79.8,Obese
146.6,44.9,Fit
163.7,62.5,Fit
152.2,61.2,Obese
180.7,65.0,Fit
152.3,49.1,Fit
146.8,42.4,Fit
166.5,64.7,Fit
160.4,41.5,Fit
148.4,60.0,Obese
170.8,68.4,Fit
143.1,49.8,Fit
153.6,33.0,Fit
158.7,47.1,Fit
173.8,78.4,Obese
179.3,69.3,Fit
177.1,55.2,Fit
163.3,60.5,Fit
138.3,47.5,Fit
169.3,67.3,Fit
181.2,71.0,Fit
178.6,79.2,Fit
170.1,58.0,Fit
151.9,55.1,Fit
159.2,56.9,Fit
186.3,75.3,Fit
149.4,46.1,Fit
152.4,48.3,Fit
175.4,67.9,Fit
160.3,54.2,Fit
152.0,56.7,Fit
181.8,68.4,Fit
170.1,76.2,Obese
160.8,52.2,Fit
152.4,58.5,Obese
187.5,85.1,Fit
164.7,61.0,Fit
180.4,72.2,Fit
174.8,61.4,Fit
159.3,51.7,Fit
159.4,57.6,Fit
180.9,71.6,Fit
181.1,81.6,Fit
144.4,42.2,Fit
171.0,61.2,Fit
163.7,45.6,Fit
153.6,57.1,Fit
167.9,66.4,Fit
150.2,57.4,Obese
159.9,64.5,Obese
156.2,60.0,Fit
159.5,62.6,Fit
164.2,64.2,Fit
153.8,58.2,Fit
182.3,58.4,Fit
170.4,55.1,Fit
184.7,65.0,Fit
163.2,68.8,Obese
159.0,49.3,Fit
184.3,69.8,Fit
158.6,55.4,Fit
163.0,48.5,Fit
172.9,68.8,Fit
151.4,33.4,Fit
172.8,56.3,Fit
171.4,66.2,Fit
179.0,60.5,Fit
174.8,77.6,Obese
179.3,71.1,Fit
163.8,68.1,Obese
155.5,56.1,Fit
188.2,77.8,Fit
148.2,40.4,Fit
149.3,56.5,Obese
171.2,68.0,Fit
182.9,90.3,Obese
167.1,68.0,Fit
176.0,65.0,Fit
143.0,47.3,Fit
159.5,59.3,Fit
144.4,55.2,Obese
173.6,76.9,Obese
148.0,46.9,Fit
150.9,40.4,Fit
170.7,49.2,Fit
176.7,59.6,Fit
163.3,53.9,Fit
171.3,76.6,Obese
170.9,76.4,Obese
162.6,65.9,Fit
153.0,61.3,Obese
171.2,58.8,Fit
171.7,52.8,Fit
174.8,59.2,Fit
168.4,46.1,Fit
152.1,42.0,Fit
172.6,61.5,Fit
165.0,61.2,Fit
159.7,57.2,Fit
161.8,52.0,Fit
157.4,59.1,Fit
174.8,61.8,Fit
149.4,49.2,Fit
154.1,43.3,Fit
161.4,66.0,Obese
182.8,73.6,Fit
176.6,74.0,Fit
147.0,37.8,Fit
179.9,72.6,Fit
179.8,75.7,Fit
152.1,34.5,Fit
137.3,50.8,Obese
164.2,49.3,Fit
177.3,70.9,Fit
182.5,87.6,Obese
155.4,60.8,Obese
184.3,62.8,Fit
140.5,42.0,Fit
161.0,66.9,Obese
160.4,50.1,Fit
177.7,66.6,Fit
179.3,67.6,Fit
175.5,72.3,Fit
150.1,37.3,Fit
174.5,72.0,Fit
170.6,59.0,Fit
146.6,47.2,Fit
142.3,42.7,Fit
176.4,73.3,Fit
163.0,58.3,Fit
150.9,61.6,Obese
162.7,66.2,Fit
169.0,56.5,Fit
164.1,70.2,Obese
147.9,50.7,Fit
185.7,77.3,Fit
176.0,75.0,Fit
161.3,48.9,Fit
161.8,46.5,Fit
169.0,63.0,Fit
152.6,46.4,Fit
168.5,79.1,Obese
150.4,43.6,Fit
164.2,59.7,Fit
152.1,52.5,Fit
152.7,61.1,Obese
183.1,65.8,Fit
165.7,47.5,Fit
167.3,72.7,Obese
142.9,45.6,Fit
158.4,61.7,Fit
170.1,70.5,Fit
167.1,69.7,Fit
141.3,40.9,Fit
167.3,56.4,Fit
169.0,46.9,Fit
179.1,62.6,Fit
157.8,55.3,Fit
140.3,37.7,Fit
154.0,43.1,Fit
152.9,51.9,Fit
173.1,76.7,Obese
135.1,39.7,Fit
160.1,47.3,Fit
180.7,82.0,Obese
165.1,53.8,Fit
174.9,79.1,Obese
146.9,45.4,Fit
147.4,48.6,Fit
180.8,84.4,Obese
166.1,49.9,Fit
166.1,52.3,Fit
152.7,48.7,Fit
166.1,59.6,Fit
152.4,72.2,Obese
178.1,62.6,Fit
195.0,73.2,Fit
170.3,56.3,Fit
158.0,56.8,Fit
137.1,45.3,Fit
146.5,41.5,Fit
182.1,73.1,Fit
153.7,67.5,Obese
160.9,57.3,Fit
172.2,67.8,Fit
181.3,87.4,Obese
162.8,52.7,Fit
160.5,50.6,Fit
165.8,56.7,Fit
158.1,50.8,Fit
158.7,40.8,Fit
169.5,64.3,Fit
167.0,63.1,Fit
188.4,76.6,Fit
169.8,65.4,Fit
177.7,71.5,Fit
153.2,41.1,Fit
170.8,66.5,Fit
157.0,58.7,Fit
169.3,50.3,Fit
172.6,77.2,Obese
165.5,50.4,Fit
191.5,71.6,Fit
180.7,73.5,Fit
177.9,73.9,Fit
173.4,72.4,Fit
184.4,79.3,Fit
149.2,44.8,Fit
180.1,72.2,Fit
154.1,49.7,Fit
158.8,56.9,Fit
171.2,65.0,Fit
178.6,66.1,Fit
152.3,48.3,Fit
159.4,41.1,Fit
166.1,67.3,Fit
162.9,60.8,Fit
174.4,48.5,Fit
202.8,96.8,Fit
169.6,62.9,Fit
156.9,46.7,Fit
150.7,41.8,Fit
161.4,51.8,Fit
154.7,45.2,Fit
170.1,57.3,Fit
170.0,77.2,Obese
159.9,59.2,Fit
186.8,93.1,Obese
156.9,56.0,Fit
163.7,63.6,Fit
172.0,58.1,Fit
174.8,65.9,Fit
179.1,69.9,Fit
169.7,68.3,Fit
176.6,68.2,Fit
157.7,57.5,Fit
175.1,70.0,Fit
175.0,64.9,Fit
181.6,69.3,Fit
146.6,42.0,Fit
155.0,61.5,Obese
174.1,64.2,Fit
135.8,43.2,Fit
170.4,62.6,Fit
176.7,77.2,Fit
158.7,39.5,Fit
160.3,58.9,Fit
153.2,41.6,Fit
159.3,58.9,Fit
159.6,54.9,Fit
157.5,42.7,Fit
156.9,56.8,Fit
162.0,59.5,Fit
161.9,55.8,Fit
185.6,75.0,Fit
160.7,58.1,Fit
168.8,72.1,Obese
158.7,52.9,Fit
158.5,63.4,Obese
146.3,46.8,Fit
147.7,58.4,Obese
151.7,48.8,Fit
167.0,56.0,Fit
176.8,60.0,Fit
145.3,46.2,Fit
159.0,49.2,Fit
150.0,60.7,Obese
162.1,50.8,Fit
176.8,63.3,Fit
160.1,61.0,Fit
164.5,69.0,Obese
181.0,77.9,Fit
170.0,72.1,Fit
156.6,53.3,Fit
166.7,60.6,Fit
155.9,69.6,Obese
169.6,76.8,Obese
170.7,69.8,Fit
150.0,58.3,Obese
166.9,68.2,Fit
163.7,49.3,Fit
171.0,64.0,Fit
174.1,78.7,Obese
170.3,69.5,Fit
161.7,57.0,Fit
175.3,79.7,Obese
155.4,56.1,Fit
150.5,55.9,Fit
129.9,40.1,Fit
164.2,63.7,Fit
156.0,58.4,Fit
169.4,73.5,Obese
143.3,56.6,Obese
157.9,51.2,Fit
170.2,66.6,Fit
153.7,62.1,Obese
169.5,62.2,Fit
158.9,45.1,Fit
164.6,52.4,Fit
171.5,58.0,Fit
175.5,64.1,Fit
166.0,54.7,Fit
156.0,61.8,Obese
160.0,54.1,Fit
172.0,75.2,Obese
153.8,43.0,Fit
163.0,55.7,Fit
160.8,57.7,Fit
163.9,65.6,Fit
153.9,61.3,Obese
144.6,41.7,Fit
170.7,72.1,Fit
175.6,54.4,Fit
145.3,53.4,Obese
169.1,52.1,Fit
176.9,72.4,Fit
171.6,73.8,Obese
160.4,63.7,Fit
154.6,39.5,Fit
165.9,57.0,Fit
167.7,67.6,Fit
166.1,66.2,Fit
163.0,60.7,Fit
153.1,33.9,Fit
169.6,72.9,Obese
170.2,74.7,Obese
167.2,62.8,Fit
166.2,62.6,Fit
183.5,78.1,Fit
158.1,66.7,Obese
179.1,72.6,Fit
156.9,52.6,Fit
177.2,72.1,Fit
178.6,70.1,Fit
161.8,57.6,Fit
183.3,59.8,Fit
170.2,67.9,Fit
155.4,62.5,Obese
160.9,65.1,Obese
177.5,76.9,Fit
175.2,67.1,Fit
153.4,52.9,Fit
163.5,68.3,Obese
167.2,68.5,Fit
159.4,67.8,Obese
190.9,74.8,Fit
167.6,56.3,Fit
164.3,56.7,Fit
178.1,62.2,Fit
161.0,46.4,Fit
176.1,72.0,Fit
146.7,50.5,Fit
160.0,58.3,Fit
176.5,71.4,Fit
182.3,61.4,Fit
156.5,50.0,Fit
155.2,50.7,Fit
171.2,64.9,Fit
158.1,43.3,Fit
162.0,50.3,Fit
174.6,63.6,Fit
159.0,64.1,Obese
143.4,47.3,Fit
150.7,58.1,Obese
165.1,59.0,Fit
144.5,45.9,Fit
161.7,61.5,Fit
149.7,47.9,Fit
183.0,68.7,Fit
188.8,66.5,Fit
153.4,47.0,Fit
167.8,68.7,Fit
154.4,62.6,Obese
161.6,51.3,Fit
184.8,61.3,Fit
159.9,63.6,Fit
161.9,58.2,Fit
154.6,41.8,Fit
177.6,44.5,Fit
129.1,29.0,Fit
160.1,52.7,Fit
164.5,50.3,Fit
157.7,60.3,Fit
174.5,60.5,Fit
178.2,70.0,Fit
149.5,68.1,Obese
188.0,78.7,Fit
149.3,48.1,Fit
179.2,69.9,Fit
166.6,66.4,Fit
159.5,60.3,Fit
160.5,48.6,Fit
164.6,56.3,Fit
167.3,56.2,Fit
154.9,50.5,Fit
162.4,72.7,Obese
156.5,58.8,Fit
151.6,49.9,Fit
156.0,63.5,Obese
152.4,52.6,Fit
160.4,43.5,Fit
169.8,76.7,Obese
166.3,59.6,Fit
186.7,58.7,Fit
140.7,30.7,Fit
170.2,72.7,Obese
165.1,47.3,Fit
174.0,77.4,Obese
172.9,66.4,Fit
163.2,64.3,Fit
166.9,59.2,Fit
156.8,58.3,Fit
171.8,67.4,Fit
144.3,45.5,Fit
173.5,57.7,Fit
164.7,62.6,Fit
159.6,41.5,Fit
162.4,65.5,Fit
163.2,60.2,Fit
179.3,74.4,Fit
200.6,67.6,Fit
178.4,61.0,Fit
158.8,51.4,Fit
171.9,70.4,Fit
172.4,57.9,Fit
154.8,73.1,Obese
151.1,48.1,Fit
164.3,51.3,Fit
173.9,65.0,Fit
147.3,40.1,Fit
157.1,44.8,Fit
171.3,72.6,Fit
165.5,64.3,Fit
180.6,75.9,Fit
149.5,59.4,Obese
190.9,84.0,Fit
148.1,39.7,Fit
142.7,50.5,Fit
164.4,50.4,Fit
152.5,47.4,Fit
164.6,59.2,Fit
164.2,58.1,Fit
162.8,44.0,Fit
155.7,45.6,Fit
169.8,63.2,Fit
161.5,52.5,Fit
177.1,78.0,Fit
163.0,68.8,Obese
154.4,43.5,Fit
146.4,47.7,Fit
163.1,71.2,Obese
151.0,49.1,Fit
150.2,46.3,Fit
170.8,71.1,Fit
145.4,44.3,Fit
180.5,81.9,Obese
166.8,56.4,Fit
164.5,55.7,Fit
153.6,58.2,Fit
173.4,67.0,Fit
165.0,60.7,Fit
157.5,39.3,Fit
167.2,58.7,Fit
146.5,54.1,Obese
147.0,41.3,Fit
152.7,56.9,Fit
168.8,64.9,Fit
165.0,58.3,Fit
176.5,79.4,Obese
154.9,50.1,Fit
171.3,62.4,Fit
163.7,57.3,Fit
154.6,53.2,Fit
169.2,69.1,Fit
164.3,47.6,Fit
158.1,61.9,Fit
165.5,60.8,Fit
163.6,63.3,Fit
163.3,77.8,Obese
160.5,52.6,Fit
150.6,40.1,Fit
165.8,62.0,Fit
156.2,56.5,Fit
153.8,59.0,Fit
162.4,53.7,Fit
173.1,59.3,Fit
167.0,49.1,Fit
159.2,44.8,Fit
158.7,52.1,Fit
172.0,64.1,Fit
138.6,58.8,Obese
173.8,52.9,Fit
144.4,48.5,Fit
149.4,43.3,Fit
159.3,57.6,Fit
188.9,74.1,Fit
183.5,82.3,Fit
172.8,73.9,Fit
168.9,61.9,Fit
144.5,57.5,Obese
166.7,67.2,Fit
159.0,66.7,Obese
156.0,53.2,Fit
166.7,68.8,Fit
159.8,50.0,Fit
174.6,60.1,Fit
143.7,62.9,Obese
165.8,51.8,Fit
155.3,49.6,Fit
160.5,41.5,Fit
168.4,55.6,Fit
152.7,43.4,Fit
166.8,55.9,Fit
162.7,60.6,Fit
157.7,59.1,Fit
159.8,48.1,Fit
163.3,52.3,Fit
156.6,62.6,Obese
165.1,73.6,Obese
161.9,67.7,Obese
158.3,41.9,Fit
182.5,82.8,Fit
169.6,78.1,Obese
160.8,43.3,Fit
166.6,69.7,Obese
153.7,53.8,Fit
160.2,53.8,Fit
161.5,58.2,Fit
151.3,53.9,Fit
169.3,72.3,Obese
159.4,64.8,Obese
161.1,45.0,Fit
158.7,50.2,Fit
197.5,86.6,Fit
157.7,67.3,Obese
142.2,22.7,Fit
147.4,42.9,Fit
173.4,53.9,Fit
179.7,60.1,Fit
157.5,62.5,Obese
179.1,66.3,Fit
173.2,47.3,Fit
162.9,57.1,Fit
162.1,74.1,Obese
167.0,46.9,Fit
174.7,71.4,Fit
169.4,75.7,Obese
157.6,54.2,Fit
163.1,73.9,Obese
186.8,71.5,Fit
167.8,73.5,Obese
174.6,76.7,Obese
170.9,64.0,Fit
168.0,50.2,Fit
166.2,52.8,Fit
174.9,48.5,Fit
172.9,70.5,Fit
167.9,65.8,Fit
157.4,55.1,Fit
169.2,62.0,Fit
164.3,70.2,Obese
161.6,59.8,Fit
194.5,78.8,Fit
148.1,49.4,Fit
175.5,84.2,Obese
155.5,58.2,Fit
166.4,57.8,Fit
193.3,81.8,Fit
154.4,56.2,Fit
157.0,50.9,Fit
164.8,55.7,Fit
155.7,53.2,Fit
174.7,79.3,Obese
159.1,62.0,Fit
172.2,62.0,Fit
150.4,56.7,Obese
145.1,46.4,Fit
162.5,60.8,Fit
147.7,50.1,Fit
181.7,55.8,Fit
148.2,23.9,Fit
153.6,53.7,Fit
169.5,56.4,Fit
158.5,42.2,Fit
148.3,41.8,Fit
187.4,84.7,Fit
154.0,55.0,Fit
162.8,64.5,Fit
162.7,61.9,Fit
172.8,58.4,Fit
170.1,69.9,Fit
155.9,58.2,Fit
161.4,56.4,Fit
162.5,58.6,Fit
173.2,72.4,Fit
152.1,44.9,Fit
187.2,85.8,Fit
156.6,58.5,Fit
164.9,59.8,Fit
152.2,63.2,Obese
150.7,39.6,Fit
155.4,49.4,Fit
154.3,46.9,Fit
160.4,59.5,Fit
154.2,61.8,Obese
172.7,57.7,Fit
156.4,80.2,Obese
155.2,47.7,Fit
160.7,59.7,Fit
175.9,68.1,Fit
167.4,62.0,Fit
163.9,52.8,Fit
149.2,57.5,Obese
152.4,44.3,Fit
150.9,36.0,Fit
179.4,61.8,Fit
170.8,75.8,Obese
155.5,63.2,Obese
158.8,39.4,Fit
155.9,60.0,Fit
155.3,37.2,Fit
170.1,63.4,Fit
161.8,48.0,Fit
187.9,84.8,Fit
178.8,74.7,Fit
179.4,78.6,Fit
172.4,63.0,Fit
160.4,55.0,Fit
171.6,52.8,Fit
161.2,48.9,Fit
182.9,81.2,Fit
169.4,66.1,Fit
167.9,62.8,Fit
166.4,71.0,Obese
184.1,64.2,Fit
149.2,54.8,Fit
185.2,66.0,Fit
163.0,70.2,Obese
149.5,53.5,Fit
156.7,61.8,Obese
146.8,41.8,Fit
172.2,82.7,Obese
153.6,67.9,Obese
166.9,64.7,Fit
177.5,78.7,Fit
157.6,52.2,Fit
162.1,47.6,Fit
150.7,56.3,Fit
160.7,49.5,Fit
193.3,92.7,Fit
173.6,74.7,Fit
162.1,59.7,Fit
158.3,56.5,Fit
164.5,67.5,Fit
166.4,63.1,Fit
160.4,53.4,Fit
170.8,52.1,Fit
154.5,60.2,Obese
154.5,55.4,Fit
169.1,84.9,Obese
152.1,50.2,Fit
173.0,68.3,Fit
164.8,62.4,Fit
144.9,51.4,Fit
166.2,53.0,Fit
146.5,46.6,Fit
172.6,72.2,Fit
162.3,55.3,Fit
185.4,81.9,Fit
176.8,69.5,Fit
153.3,54.9,Fit
142.8,54.1,Obese
156.7,52.2,Fit
151.6,38.9,Fit
185.1,73.2,Fit
164.9,53.2,Fit
175.3,50.6,Fit
161.9,56.8,Fit
163.0,60.1,Fit
164.6,67.8,Obese
177.2,59.9,Fit
168.4,63.1,Fit
153.4,60.8,Obese
182.8,69.0,Fit
161.8,61.9,Fit
160.0,69.1,Obese
133.9,24.5,Fit
172.0,67.2,Fit
166.1,70.0,Obese
166.1,57.9,Fit
160.6,67.8,Obese
158.7,60.5,Fit
160.9,71.1,Obese
170.1,68.3,Fit
172.0,79.9,Obese
162.5,60.5,Fit
175.4,56.8,Fit
164.1,54.2,Fit
159.5,64.1,Obese
167.2,69.5,Fit
150.0,47.0,Fit
167.6,76.2,Obese
148.0,45.4,Fit
153.7,55.7,Fit
142.8,48.3,Fit
163.1,47.9,Fit
182.7,72.6,Fit
163.7,78.0,Obese
172.1,57.8,Fit
190.9,85.2,Fit
169.4,53.9,Fit
156.6,46.5,Fit
158.1,43.7,Fit
165.0,67.4,Fit
158.0,48.0,Fit
158.9,65.7,Obese
175.8,63.8,Fit
176.3,69.4,Fit
146.9,50.8,Fit
156.0,40.6,Fit
159.9,57.9,Fit
171.6,67.6,Fit
177.6,78.5,Fit
194.7,75.7,Fit
159.9,49.7,Fit
160.4,61.9,Fit
171.5,76.0,Obese
157.5,49.8,Fit
163.4,48.9,Fit
160.4,54.1,Fit
136.2,32.7,Fit
166.4,64.1,Fit
163.0,49.8,Fit
179.0,78.3,Fit
165.1,61.6,Fit
151.2,58.3,Obese
162.2,38.5,Fit
142.0,30.3,Fit
151.7,61.0,Obese
172.0,59.3,Fit
162.3,46.2,Fit
175.1,65.9,Fit
143.4,47.2,Fit
162.3,56.7,Fit
159.8,59.9,Fit
175.5,70.4,Fit
172.4,67.6,Fit
172.1,75.9,Obese
182.0,72.7,Fit
161.0,56.6,Fit
179.7,77.5,Fit
153.5,56.3,Fit
153.1,44.4,Fit
173.3,65.3,Fit
148.4,52.0,Fit
171.3,59.9,Fit
166.1,56.4,Fit
176.8,57.6,Fit
164.3,36.4,Fit
165.6,57.4,Fit
170.6,65.0,Fit
157.7,46.0,Fit
157.2,65.4,Obese
170.2,55.4,Fit
164.7,67.0,Fit
160.5,60.0,Fit
164.1,76.6,Obese
182.5,77.6,Fit
160.1,44.8,Fit
159.8,64.6,Obese
146.2,60.6,Obese
164.5,45.4,Fit
172.2,70.4,Fit
174.2,73.6,Fit
166.2,59.1,Fit
175.5,48.4,Fit
173.0,63.5,Fit
177.2,64.5,Fit
175.8,80.3,Obese
182.3,72.4,Fit
163.1,55.2,Fit
150.4,45.1,Fit
172.3,67.9,Fit
173.6,66.7,Fit
182.3,66.8,Fit
179.1,72.7,Fit
186.4,72.0,Fit
171.8,44.2,Fit
167.5,67.1,Fit
149.8,53.9,Fit
168.4,64.0,Fit
158.9,52.0,Fit
167.3,61.0,Fit
165.6,66.9,Fit
170.2,58.7,Fit
163.9,66.0,Fit
175.3,55.8,Fit
135.0,41.5,Fit
167.1,61.6,Fit
178.2,77.9,Fit
185.6,68.4,Fit
173.1,59.4,Fit
183.5,63.0,Fit
166.9,56.7,Fit
165.0,62.0,Fit
170.8,49.8,Fit
165.0,56.3,Fit
156.4,58.7,Fit
159.3,55.0,Fit
152.8,51.9,Fit
170.8,52.1,Fit
165.1,59.2,Fit
161.0,57.3,Fit
158.8,54.1,Fit
170.6,65.2,Fit
173.6,63.8,Fit
152.6,47.6,Fit
150.8,41.7,Fit
175.5,75.6,Fit
149.9,39.6,Fit
171.0,65.6,Fit
182.8,88.0,Obese
182.8,82.3,Fit
173.1,70.0,Fit
172.8,67.7,Fit
189.8,78.2,Fit
139.3,35.5,Fit
159.9,54.2,Fit
174.3,71.5,Fit
161.3,60.3,Fit
178.6,76.5,Fit
164.6,69.3,Obese
166.4,59.7,Fit
162.0,59.3,Fit
159.3,40.6,Fit
159.0,73.7,Obese
168.0,58.8,Fit
156.5,59.1,Fit
175.5,64.4,Fit
172.2,61.7,Fit
177.1,67.1,Fit
152.6,41.3,Fit
146.3,27.3,Fit
165.0,69.1,Obese
196.9,89.6,Fit
178.9,63.1,Fit
158.9,59.2,Fit
169.7,69.9,Fit
173.0,60.3,Fit
149.9,52.8,Fit
180.1,79.4,Fit
163.2,47.1,Fit
164.0,63.4,Fit
165.3,63.0,Fit
177.6,84.4,Obese
156.7,58.5,Fit
146.2,43.8,Fit
168.6,60.1,Fit
142.5,60.9,Obese
161.7,54.7,Fit
178.1,74.4,Fit
171.4,62.7,Fit
176.5,77.2,Fit
171.8,74.0,Obese
191.5,80.5,Fit
158.5,52.0,Fit
169.4,59.7,Fit
160.2,42.6,Fit
175.5,68.6,Fit
164.3,60.0,Fit
183.9,67.9,Fit
159.2,41.1,Fit
180.5,73.3,Fit
171.5,67.4,Fit
164.6,62.8,Fit
171.0,56.4,Fit
167.9,65.2,Fit
168.9,61.3,Fit
162.7,65.2,Fit
157.3,46.6,Fit
161.3,66.5,Obese
146.5,59.3,Obese
174.3,67.7,Fit
151.4,53.7,Fit
162.6,64.4,Fit
172.1,57.0,Fit
174.2,62.9,Fit
145.5,48.0,Fit
164.0,75.4,Obese
170.1,54.1,Fit
165.6,73.4,Obese
179.8,69.6,Fit
156.0,53.2,Fit
142.5,54.4,Obese
173.9,82.7,Obese
159.1,59.1,Fit
145.7,56.0,Obese
163.3,51.3,Fit
178.5,65.9,Fit
151.1,39.4,Fit
190.7,75.9,Fit
155.8,57.9,Fit
166.0,62.3,Fit
151.6,64.4,Obese
165.5,76.7,Obese
163.5,57.7,Fit
148.6,43.2,Fit
196.1,93.9,Fit
159.6,66.1,Obese
159.6,59.5,Fit
175.7,73.5,Fit
185.0,79.7,Fit
177.4,61.3,Fit
151.8,40.9,Fit
167.4,61.2,Fit
144.3,44.2,Fit
174.9,69.5,Fit
147.0,46.5,Fit
156.2,40.0,Fit
165.0,43.0,Fit
169.9,69.4,Fit
162.1,52.5,Fit
181.7,70.8,Fit
173.0,61.3,Fit
172.1,57.9,Fit
151.5,43.0,Fit
183.7,82.4,Fit
156.2,51.7,Fit
184.1,79.7,Fit
187.2,83.3,Fit
170.6,66.6,Fit
176.4,74.8,Fit
131.1,37.9,Fit
162.9,69.3,Obese
177.1,75.6,Fit
175.2,75.2,Fit
151.6,43.0,Fit
161.8,59.7,Fit
137.1,26.7,Fit
169.5,74.4,Obese
144.3,40.8,Fit
177.4,65.4,Fit
178.0,58.8,Fit
159.8,55.9,Fit
170.7,62.0,Fit
162.6,72.8,Obese
167.7,68.7,Fit
152.4,47.0,Fit
171.8,51.6,Fit
146.9,29.2,Fit
144.9,38.0,Fit
163.7,48.3,Fit
162.7,61.0,Fit
168.0,60.9,Fit
157.9,55.0,Fit
185.7,68.3,Fit
166.8,62.4,Fit
167.6,50.4,Fit
167.2,60.8,Fit
176.0,74.8,Fit
171.3,61.7,Fit
169.9,67.0,Fit
173.1,50.1,Fit
144.9,29.8,Fit
145.3,49.1,Fit
164.2,67.7,Obese
162.8,56.4,Fit
171.4,81.8,Obese
165.2,48.5,Fit
171.4,59.2,Fit
151.3,51.5,Fit
164.9,63.5,Fit
150.2,45.0,Fit
169.3,54.6,Fit
144.3,50.8,Fit
168.8,63.8,Fit
148.8,46.0,Fit
160.8,60.9,Fit
174.8,66.2,Fit
167.5,60.6,Fit
146.9,46.1,Fit
157.6,48.1,Fit
148.5,41.1,Fit
146.4,42.9,Fit
166.3,61.1,Fit
171.2,49.5,Fit
169.8,71.0,Fit
171.6,65.0,Fit
164.9,51.3,Fit
162.0,70.7,Obese
153.2,52.0,Fit
160.2,45.8,Fit
150.5,62.4,Obese
155.7,64.2,Obese
166.0,53.3,Fit
163.7,56.4,Fit
198.7,83.2,Fit
150.2,34.5,Fit
163.6,61.5,Fit
149.3,55.8,Obese
160.7,62.1,Fit
161.2,57.4,Fit
174.3,74.4,Fit
160.1,47.3,Fit
162.9,72.9,Obese
160.3,50.3,Fit
149.6,43.9,Fit
157.8,50.2,Fit
160.8,51.7,Fit
165.8,58.9,Fit
171.1,62.6,Fit
162.4,59.1,Fit
162.2,51.3,Fit
146.1,48.3,Fit
170.9,55.6,Fit
157.3,60.3,Fit
173.2,71.8,Fit
179.5,70.8,Fit
162.9,53.2,Fit
153.7,54.5,Fit
164.8,52.7,Fit
168.8,63.0,Fit
161.5,56.2,Fit
158.8,76.5,Obese
171.2,54.7,Fit
170.5,42.6,Fit
161.2,52.1,Fit
146.8,33.7,Fit
170.0,57.8,Fit
156.6,43.5,Fit
167.4,54.4,Fit
166.7,52.6,Fit
144.2,53.5,Obese
165.9,60.2,Fit
170.7,72.7,Fit
172.0,65.4,Fit
166.3,68.3,Fit
143.3,42.7,Fit
179.0,83.3,Obese
169.5,67.0,Fit
151.8,44.4,Fit
156.3,58.7,Fit
167.5,62.0,Fit
172.5,63.8,Fit
159.6,56.8,Fit
174.1,72.7,Fit
145.3,29.5,Fit
153.5,49.1,Fit
142.3,50.0,Fit
155.1,54.9,Fit
181.6,63.5,Fit
187.6,58.5,Fit
167.6,75.4,Obese
158.0,53.4,Fit
162.6,70.3,Obese
170.2,70.1,Fit
147.8,41.7,Fit
158.7,35.4,Fit
180.8,68.2,Fit
153.5,51.5,Fit
156.8,57.7,Fit
165.1,51.1,Fit
